userId,wine,color,grapes,appellation,category,rate,aromaKeys,sweetness,body,intensity,acidity,depth,clarity,vintage,hue,tannins
87609866-dc17-4eb7-884f-b6bdfb80d20c,Rèmole Rosso,Red,"Cabernet Sauvignon, Sangiovese",Toscana,,4,,Dry,Medium Full,Moderate,Crisp,Medium,Slight Haze,2019.0,Purplish,Round
a38e30da-501b-4674-b598-cf9510a2df4c,Moscata D'Asti Casaniere,White,Moscato,Moscato d'Asti,SweetWhite,5,,Medium Sweet,,Aromatic,,Medium,,,Gold,
7b8580a6-ec74-44fa-96fe-028257bd61d2,Grillo Sicilia,White,Grillo,Terre Siciliane,,3,quince,Medium Sweet,Medium Full,Aromatic,Fresh,Medium,Slight Haze,,Straw Yellow,Round
a94874d2-6af9-4651-a1d3-036ed714f2cb,Pelaverga,Red,,,,3,"cherry, cranberry",Bone Dry,Medium Full,Moderate,Crisp,,Clear,2021.0,Ruby,Soft
a94874d2-6af9-4651-a1d3-036ed714f2cb,pelaverga,Red,Pelaverga piccolo,,,2,"cranberry, cherry",Bone Dry,Light,Moderate,Fresh,,Clear,2022.0,Ruby,Soft
d77c4371-fa10-492d-ba28-d0029997d639,Merlot,Red,Merlot,Venezia Giulia,,4,,Medium Sweet,Medium Full,Aromatic,,Medium,Slight Haze,2019.0,Purplish,Dry Tannins
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Reserva riesling estevez 2019,White,,,,5,,Dry,Light,,Crisp,,,2019.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Mcguigan black label sauvignon blanc,White,,,,5,,,Light,,Crisp,,,,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Reserva Rioja,Red,Tempranillo,Rioja,BoldRed,5,,,,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Soft & Fruity Red,Red,"Cabernet Sauvignon, Zinfandel, Barbera, Ruby Cabernet",California,,3,"blackberry, blackcurrant, black-cherry",Medium Sweet,Medium Full,,Smooth,,,,,Soft
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Casillero del diabolo merlot Chile ,Red,,,,5,"plum, blackberry, cedar",Medium Sweet,Medium Full,,Smooth,,,2019.0,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Organic pinot grigio terre siciliane igt,White,,,,5,"apple, pear, acacia, honey",Dry,Light,Aromatic,Fresh,,,2019.0,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Grande reserve,White,,,RichWhite,5,,,Medium Full,,Smooth,,,2020.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Cambalala Western cape,White,,,RichWhite,4,"pear, lime, honey",Dry,Light,,Fresh,,,,Straw Yellow,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Diablo black cabernet sauvignin,Red,,,,5,"black-cherry, tobacco, vanilla",Medium Sweet,Full Bodied,Aromatic,Smooth,,,2019.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Mcguigan black label Red,Red,,,,5,,Medium Sweet,Light,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Mcguigan black label pinot grigio,White,,,LightWhite,5,,Medium Sweet,,,Fresh,,,,,Soft
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Pinot noir provincial Di pavia rose,Rose,,,Rosé,5,,Dry,Light,,Fresh,,,2019.0,,Soft
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Apothic cab,Red,,,BoldRed,5,,Medium Sweet,Medium Full,Aromatic,Smooth,,,,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Sauvignon Blanc,White,Sauvignon Blanc,Marlborough,LightWhite,5,,,,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Jam shed shiraz,Red,,,MediumRed,4,,,,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Montecampo prosecco Italy,White,,,,4,,Medium Sweet,,,Crisp,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Chateauneuf du pape les cailloux,Red,,,BoldRed,5,"strawberry, raspberry, blueberry, black-cherry, black-pepper",Dry,Full Bodied,Aromatic,Fresh,,,2016.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Chartreuse de Bonpas Réserve,Red,"Shiraz/Syrah, Grenache, Mourvedre",Côtes-du-Rhône,,4,"blackberry, blackcurrant, oak, vanilla, leather",,Full Bodied,,Smooth,,,2018.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Jam shed malbec,Red,,,MediumRed,5,"vanilla, chocolate",Medium Sweet,Medium Full,,Fresh,,,2020.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Casillero del diablo pinot gringo,White,,,,5,,Medium Sweet,,,Crisp,,,,,Dry Tannins
2a62eecd-b0cd-4395-9f8c-7c912a208be2,The long coast cabernet sauvignon,Red,,,,4,,,,,,,,2019.0,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,I heart wines3,Red,,,MediumRed,4,,,,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Dark (Red Blend),Red,"Shiraz/Syrah, Merlot, Zinfandel",California,,5,,,,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Pinot grigio garda,White,,,,4,,Dry,,,Crisp,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,19 crimes dark red,Red,,,BoldRed,5,"blackberry, blueberry",Medium Sweet,Full Bodied,Moderate,Smooth,,,2019.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Pinot grigio 2019 puglia,White,,,LightWhite,5,,,,,,,,2019.0,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Malbec (Reserva),Red,Malbec,Central Valley,BoldRed,5,"black-cherry, plum, black-pepper, vanilla",,Full Bodied,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Tempranillo,Red,Tempranillo,Rioja,BoldRed,5,"raspberry, redcurrant, red-cherry, cherry, vanilla",,Full Bodied,Moderate,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Diablo dark red,Red,,,,5,,,Full Bodied,,Smooth,,,,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,California chardonnay,White,,,,4,"peach, honey",Dry,Light,,Crisp,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Klein St cabernet sauvignon,Red,,,MediumRed,4,blackcurrant,,Medium Full,,Smooth,,,2020.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Chateauneuf du pape,Red,,,,5,"blackberry, black-cherry, red-cherry",Dry,Full Bodied,Aromatic,Smooth,,,2018.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Vignobles roussellet pinot noir,Red,,,LightRed,4,,Dry,,,Smooth,,,,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Baron amarillo rioja denomacion de origen calificada,Red,,,,4,,,,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Baron amarillo rioja denomacion de origen calificada,Red,,,,4,,Dry,,,Crisp,,,,,Dry Tannins
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Black Label Champagne Brut,White,"Chardonnay, Pinot Noir, Pinot Meunier",Champagne,Sparkling,5,,Dry,,,Crisp,,,,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Castlelore pinot grigio lazio,Rose,,,,5,"strawberry, pear",Medium Sweet,Light,,,,,2019.0,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Bordeaux,Red,"Cabernet Sauvignon, Cabernet Franc, Merlot",Bordeaux,,5,"blackberry, blackcurrant",,Full Bodied,,Smooth,,,2018.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Bordeaux,Red,"Cabernet Sauvignon, Cabernet Franc, Merlot",Bordeaux,,5,,Medium Sweet,Full Bodied,Moderate,Crisp,,,2018.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Tingleup Vineyard Riesling,White,Riesling,Great Southern,SweetWhite,5,,,,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,19 crimes red wine,Red,,,,3,,,Medium Full,,,,,2019.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Diablo cabernet Black sauvignon,Red,,,,4,vanilla,,,Powerful,,,,2019.0,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Reserva Privada Sauvignon Blanc,White,Sauvignon Blanc,Limarí Valley,LightWhite,5,,,,,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Bonpas Reserue de Bonpas,Red,,,,4,,,,,,,,2019.0,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Chateau les bouysses,Red,,,BoldRed,5,"black-cherry, blackberry",Medium Sweet,Full Bodied,Aromatic,Smooth,,,2018.0,,Round
2a62eecd-b0cd-4395-9f8c-7c912a208be2,"Beefsteak club mendoza, Argentina, malbec ",Red,,,,4,"cherry, red-cherry",,,Aromatic,,,,,,
2a62eecd-b0cd-4395-9f8c-7c912a208be2,Cabernet Sauvignon (Reserva),Red,Cabernet Sauvignon,Central Valley,BoldRed,5,,,,,,,,,,
9250d444-805f-4756-a03b-93a597ab320d,Domaine des Granges de Mirabel Coteaux-de-l'Ardèche Viognier,White,Viognier,Ardèche,RichWhite,5,,Medium Sweet,Full Bodied,,Smooth,,,,,Round
9250d444-805f-4756-a03b-93a597ab320d,Alazani Valley Red Semi Sweet (ალაზნის ველი წითელი ნახევრად ტკბილი),Red,Saperavi,Kakheti,,4,"blueberry, blackberry",Medium Sweet,Medium Full,Aromatic,Smooth,Medium,Clear,,Purplish,Round
7f815d0f-a32b-4b97-b2da-87e8a3670ec3,Dornfelder shloss koblenz gmbh,Red,Dornfelder,Dornfelder Trocken,BoldRed,4,,Dry,,Moderate,,Medium,Cloudy,,Purplish,Dry Tannins
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Sauvignon Blanc,White,Sauvignon Blanc,,LightWhite,4,,Sweet,Light,Aromatic,Fresh,Pale,Clear,2019.0,Straw Yellow,Not Present
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Merlot Cabernet Sauvignon,Red,,,MediumRed,4,,Medium Sweet,Full Bodied,Aromatic,Fresh,,Clear,2018.0,,Dry Tannins
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Iced sauvignon blanc,White,,,,4,,,,,,,,2015.0,,
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Voysey pinot gris,White,,,,4,,,,,,,,2019.0,,
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Pinot Gris,White,,,,3,,Dry,Light,Aromatic,Fresh,Pale,Clear,2019.0,Gold,Not Present
4a3e010a-0761-48d4-90c1-b2905e0b7b4a,Pinot Noir,Red,,,,3,,Medium Sweet,Medium Full,Moderate,Fresh,Medium,Clear,2018.0,Ruby,Round
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Vermentino di Gallura,White,Vermentino,Vermentino di Gallura,LightWhite,3,,Medium Sweet,Light,Low,Smooth,Dark,Clear,,Gold,Dry Tannins
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Pigato Riviera Ligure di Ponente,White,Pigato,Riviera Ligure di Ponente,,4,"lime, pear, elderflower",Medium Sweet,Light,Low,Fresh,Pale,Slight Haze,2021.0,Straw Yellow,Soft
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Primitivo Manduria,Red,Primitivo,Primitivo di Manduria,BoldRed,2,"cranberry, kirsch",Dry,Light,Moderate,Crisp,Dark,Slight Haze,2020.0,Purplish,Dry Tannins
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Rosso di Montalcino,Red,Sangiovese,Rosso di Montalcino,MediumRed,2,"lilac, black-cherry",Bone Dry,Medium Full,Moderate,Flabby,Dark,Cloudy,2020.0,Ruby,Hard
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Moscato d'Asti,White,Moscato,Moscato d'Asti,Sparkling,4,"apple, pear",Very Sweet,Very Light,Moderate,Smooth,Pale,Clear,2022.0,Greenish,Not Present
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Johannisberger Erntebringer Riesling Feinherb,White,Riesling,Rheingau,SweetWhite,3,,Medium Sweet,Light,Low,Smooth,Medium,Clear,,Straw Yellow,Soft
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Cinque Terre,White,"Vermentino, Albarossa, Bosco",Cinque Terre,,5,"pear, elderflower",Medium Sweet,Light,Aromatic,Smooth,Medium,Clear,2022.0,Straw Yellow,Round
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Franciacorta Milledì Brut,White,Chardonnay,Franciacorta,Sparkling,5,,,,,,,,,,
25a04c51-5638-42f0-b2e7-ce49b1c280fc,Chasselas,White,Chasselas,Alsace,,3,,Medium Sweet,Light,Moderate,Smooth,,,,,Not Present
406ed450-5225-41ac-a02f-3ac1d1a1179b,Pinot Nero,Red,Pinot Nero,Vigneti delle Dolomiti,LightRed,5,"blackberry, violet, cloves, forest-floor, chocolate",Bone Dry,Medium Full,Aromatic,Fresh,Medium,Clear,2017.0,Garnet,Round
f72ac50c-2695-4a87-ac8c-23a570d1863e,Prosecco Valdobbiadene Extra Dry Marca Oro,White,Glera (Prosecco),Conegliano-Valdobbiadene Prosecco,Sparkling,4,,Dry,Light,,Crisp,Medium,Slight Haze,,Straw Yellow,Not Present
99654a70-c3bb-46f4-8697-b9345482e48d,Pinot Grigio Valdadige,White,Pinot Grigio,Valdadige,LightWhite,4,grape,Medium Sweet,Medium Full,Low,Fresh,Pale,Slight Haze,,Greenish,Soft
99654a70-c3bb-46f4-8697-b9345482e48d,Dark (Red Blend),Red,"Shiraz/Syrah, Merlot, Zinfandel",California,,4,,Dry,Full Bodied,Powerful,Fresh,Dark,Slight Haze,,Purplish,Dry Tannins
99654a70-c3bb-46f4-8697-b9345482e48d,Cabernet Sauvignon,Red,Cabernet Sauvignon,Columbia Valley,BoldRed,3,,Dry,Full Bodied,Powerful,Tart,Medium,Slight Haze,,Purplish,Dry Tannins
99654a70-c3bb-46f4-8697-b9345482e48d,Red (Winemaker's Blend),Red,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Zinfandel",California,,4,,Medium Sweet,Full Bodied,Moderate,Crisp,Dark,Clear,,Purplish,Soft
2ffa77ed-f280-430f-bc1c-cefe06bc1de3,Reserve Cabernet Sauvignon - Caberent Franc,Red,"Cabernet Sauvignon, Cabernet Franc",Finger Lakes,,3,,,,,,,,,,
2ffa77ed-f280-430f-bc1c-cefe06bc1de3,Bel Canto Dry Riesling,White,Riesling,Canterbury,SweetWhite,3,"burnt-rubber, peach",Medium Sweet,Medium Full,Aromatic,Smooth,Medium,Slight Haze,,Gold,Soft
06ca7474-a4b1-4b25-8775-aed5b238c8dd,Colimoro,Red,Montepulciano,Montepulciano d'Abruzzo ,MediumRed,5,blackcurrant,Dry,Medium Full,Aromatic,Smooth,Dark,Cloudy,,Purplish,
c3371365-d499-4675-aa68-dbc7b11f0777,Picpoul de Pinet Higues de Beauvignac,White,,,,5,"grapefruit, blossom, lemon",Dry,Very Light,Low,Crisp,Pale,Clear,2021.0,Straw Yellow,Not Present
55851c14-2fd7-4f7e-b4de-b45e14825ac3,Riesling Goldmund Feinherb,White,,,,2,"sour-cherry, lemon, grass, grapefruit",Medium Sweet,Light,Moderate,Crisp,Medium,Slight Haze,2017.0,Gold,Not Present
c2dfb861-cdad-4fb2-9460-fc794c7f6cad,Merlot (U),Red,Merlot,Central Valley,MediumRed,2,"grape, grapefruit, musty, vinegar",Dry,Light,Low,Crisp,Medium,Clear,,Purplish,Dry Tannins
c2dfb861-cdad-4fb2-9460-fc794c7f6cad,Merlot,Red,Merlot,California,MediumRed,4,,Medium Sweet,Medium Full,Aromatic,Smooth,,Clear,,,Round
367d109c-cc13-43ec-b153-a9547a12bd4c,M Rosé,Rose,"Cinsault, Shiraz/Syrah, Grenache",Côtes de Provence,Rosé,4,"orange-peel, grapefruit, lychee",Dry,Light,Moderate,Fresh,,Clear,2021.0,Salmon,Not Present
b795d9cf-103b-48ca-85cf-35502c019801,Prosecco,White,Glera (Prosecco),Prosecco,,4,,,Light,Aromatic,Fresh,Medium,Clear,2018.0,Gold,
b795d9cf-103b-48ca-85cf-35502c019801,Tarapaca,Red,Syrah,,,4,"cinnamon, blackberry",Sweet,Full Bodied,Moderate,Smooth,Medium,Slight Haze,2016.0,Garnet,Hard
441ac739-42f8-48d2-9526-fdedf2d4852f,Terrano,Red,Terrano,Carso,MediumRed,2,,Dry,Medium Full,Moderate,Fresh,Pale,Slight Haze,,Ruby,Dry Tannins
441ac739-42f8-48d2-9526-fdedf2d4852f,Bollicina,White,,Carso,Sparkling,3,,Dry,Light,Moderate,Fresh,Medium,Clear,,Greenish,
441ac739-42f8-48d2-9526-fdedf2d4852f,Vitovska acciaio,White,Vitovska,Carso,SweetWhite,2,,Dry,Medium Full,Aromatic,Smooth,Medium,Slight Haze,,Straw Yellow,
71d38b96-326c-4d01-afc4-b12c947a5c6b,Rosso Carso Črnina,Red,Refosco,Carso,MediumRed,4,"strawberry, raspberry, redcurrant",Dry,Medium Full,Moderate,Fresh,,Slight Haze,,Purplish,Soft
71d38b96-326c-4d01-afc4-b12c947a5c6b,Terrano,Red,Terrano,Carso,MediumRed,4,"cherry, black-cherry",Dry,Medium Full,Moderate,Crisp,Dark,Clear,,Ruby,Soft
dc90e649-113d-4cec-983e-d03a7d4acff3,Cabernet Sauvignon,Red,Cabernet Sauvignon,California,BoldRed,5,Berries,Medium Sweet,Medium Full,Moderate,,Medium,Slight Haze,,Purplish,
c15fdd5b-3f75-42c3-9dde-5735828c88e7,Oltrepo pavese riesling poderi riccagioia,Red,,,,3,lime,Bone Dry,Medium Full,Moderate,Crisp,Pale,Clear,,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #5,Red,Shiraz/Syrah,Crozes-Hermitage,MediumRed,4,"Black pepper, black, blue",Dry,Medium Full,Moderate,Crisp,Dark,Clear,2014.0,Purplish,Dry Tannins
bc79b0e3-064d-4240-86de-e86499f577e8,"Chateau Grand Village, Bordeaux",White,"Sémillon, Sauvignon Blanc",Bordeaux,RichWhite,3,"smoke, grass, 羊毛油, WAH: Lemon, Green wood, Boiled cabbage, Oak,Waxy",Dry,Medium Full,Moderate,Crisp,Medium,Clear,2011.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,2/5 大亂鬥 2,White,Grüner Veltliner,Wachau,LightWhite,1,"Lees,neutral,orange peel, old oak, Decanted: Lime, Mint, 汽水味，汽油味，涼感",Dry,Medium Full,Low,Fresh,Medium,Clear,2014.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,2／17 @home #4,Red,Merlot 為主,Côtes de Blaye,BoldRed,4,"漿果，Oak, red fruit, sweet and ripe, floral, Black bubble tea, 3/4 mint, 土壤， 波爾多味",Dry,Full Bodied,Moderate,Smooth,Medium,Clear,2017.0,Ruby,Round
bc79b0e3-064d-4240-86de-e86499f577e8,Domaine Roger Perrin,White,"Viognier 85%, Grenache Blanc, marsanne 1-7%",Côtes du Rhône,RichWhite,3," Papaya, Peach, Apricot, Quince, Fig, Oak, 雨後草地，ripeness,, Candid, orange-peel",Dry,Full Bodied,Aromatic,Fresh,Medium,Clear,2016.0,Gold,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 1,White,Sauvignon Blanc,Marlborough,LightWhite,5,"草，mineral,stone, 微氣泡",Dry,Light,Moderate,Crisp,Pale,Clear,2018.0,Greenish,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 4,White,Riesling,Eden Valley,LightWhite,5,"汽油，羊毛油，, 汽油汽油汽油，會有打火石感。羊毛油不沒有打burnt",Dry,Light,Aromatic,Crisp,Pale,Clear,2013.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #2,Red,Shiraz/Syrah,Hawkes Bay,MediumRed,4,"Butter, creamy mlf dominated, Floral, Hermitage or saint joseph, 線香，檀香, ** 這是syrah氣味",Dry,Medium Full,Moderate,Crisp,Medium,Clear,2011.0,Ruby,Round
bc79b0e3-064d-4240-86de-e86499f577e8,Les Grands Blancs,White,Sémillon,Bordeaux,RichWhite,2,,,,,,,,2018.0,,
bc79b0e3-064d-4240-86de-e86499f577e8,3／17 Te Koko,White,Sauvignon Blanc,Marlborough,LightWhite,5,"Grassy, 葡萄皮，葡萄柚，百香果，芭樂，香料，白胡椒, 熱帶水果",Dry,Medium Full,Aromatic,Crisp,Pale,Clear,2015.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,3／18 大陸白 8,White,Furmint,Tokaji,LightWhite,3,"塑膠，汽油，花香, 硝石味",Dry,Medium Full,Aromatic,Crisp,Pale,Clear,2016.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,Terroir de Granit Saint Joseph,Red,Shiraz/Syrah,Saint-Joseph,BoldRed,5,,,,,,,,2015.0,,
bc79b0e3-064d-4240-86de-e86499f577e8,Terroir de Granit Saint Joseph,Red,Shiraz/Syrah,Saint-Joseph,BoldRed,5,"煙燻，皮革，ripe red fruit, plum, earth, wood, Heavy, serious",Dry,Full Bodied,Aromatic,Fresh,Dark,Clear,2015.0,Purplish,Dry Tannins
bc79b0e3-064d-4240-86de-e86499f577e8,3／Chevalier de Lascomes,Red,"Merlot, Cabernet Sauvignon",Margaux,MediumRed,4,"Oak, black fruit, creamy,, warm, ripe, sweet,",Dry,Full Bodied,Moderate,Fresh,Dark,Clear,2015.0,Ruby,Round
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 7,Red,Garnacha,Monsant,BoldRed,5,"Red, oak, meaty,no grass,",Dry,Medium Full,Moderate,Fresh,Medium,Clear,2014.0,Ruby,Dry Tannins
bc79b0e3-064d-4240-86de-e86499f577e8,2／17 @home #10,White,Pinot Grigio,Alto Adige,LightWhite,4,"I think very typical of green apple, 一點wetness, French oak, Check: no oak, stainless tank, 西洋梨",Dry,Medium Full,Moderate,Crisp,Medium,Clear,2017.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,Dominique Gruhier,White,Chardonnay,Petit Chablis,LightWhite,4,"rocks, WAH: Lime, Lemon, Grass, no oak, mineral",Bone Dry,Light,Moderate,Crisp,Pale,Clear,2017.0,Greenish,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 11,Red,,,,1,"Raspberry, no oak, 甜",Dry,Light,Moderate,Smooth,Medium,Clear,,Ruby,Round
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #1,Red,Shiraz/Syrah,Barossa,BoldRed,4,"Oaky, black, smoky,meaty, No grass， olive, 澳洲味，, 氫味",Dry,Full Bodied,Aromatic,Fresh,Dark,Clear,2015.0,Purplish,Dry Tannins
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 9,Red,"Cabernet Sauvignon, Carménère",Colchagua,BoldRed,4,"Green pepper, no ripe, CS氣味",Dry,Medium Full,Moderate,Crisp,Medium,Clear,,Purplish,Dry Tannins
bc79b0e3-064d-4240-86de-e86499f577e8,3／17 Temata 4 Merlot/Cabernet Sauvignon,Red,"Merlot, Cabernet Sauvignon",Hawkes Bay,MediumRed,4,"法國桶，花香，MLF ，ripe blueberry, warm, 甜美，木頭調性",Dry,Medium Full,Aromatic,Crisp,Medium,Clear,2016.0,Ruby,Round
bc79b0e3-064d-4240-86de-e86499f577e8,Paul Jaboulet Aine,White,Viognier,Côtes du Rhône,RichWhite,3,"WAH: Papaya, Apple, Peach, Apricot, Jasmine, Hay, Walnut, Oak, Floral",Dry,Medium Full,Aromatic,Fresh,Medium,Clear,2016.0,Gold,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #3,Red,Shiraz/Syrah,Mclaren Vale,BoldRed,4,"Smoky,spice, floral, bitterness, 果香很多？, 鼻後有澳州味",Dry,Medium Full,Aromatic,Crisp,Dark,Clear,2017.0,Purplish,Dry Tannins
bc79b0e3-064d-4240-86de-e86499f577e8,3／18 大陸白 7,White,Gamay blanc,,,4,"Yellow apple, apricot, pineapple 心",Dry,Medium Full,Moderate,Crisp,Medium,Clear,,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,4/15 新世界紅 2 RAka Pinotage,Red,Pinotage,Western cape,BoldRed,5,,,,,,,,2016.0,,
bc79b0e3-064d-4240-86de-e86499f577e8,Willm Riesling,White,Riesling,Alsace,RichWhite,3,"WAH: Lemon, Orange, Peach, Honey, Petroleum, Rubber, 白花",Dry,Medium Full,Aromatic,Tart,Medium,Clear,2017.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,Dolcetto d'Alba Classici,Red,Dolcetto,Dolcetto d'Alba,MediumRed,5,,,,,,,,2018.0,,
bc79b0e3-064d-4240-86de-e86499f577e8,Dolcetto d'Alba Classici,Red,Dolcetto,Dolcetto d'Alba,MediumRed,5,"Very fruity, raspberry, strawberry, ripe, no oak, no herbal, red berry",Dry,Light,Aromatic,Fresh,Pale,Clear,2018.0,Purplish,Round
bc79b0e3-064d-4240-86de-e86499f577e8,2/26 海洋影響白 #2 Etna Bianco,White,"Carricante, Catarratto Bianco",Etna,RichWhite,4,"Yellow, no herbaceous,",Dry,Medium Full,Low,Crisp,Medium,Clear,2017.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,La Rocca Soave Classico,White,Garganega,Soave Classico,LightWhite,5,,,Light,,,,,2018.0,Straw Yellow,
bc79b0e3-064d-4240-86de-e86499f577e8,3／17 Temata Coleraine,Red,"Cabernet Sauvignon, Merlot",Hawkes Bay,BoldRed,4,"Green pepper, floral, red fruit acidity, mint, ",Dry,Medium Full,Aromatic,Crisp,Medium,Clear,2015.0,Ruby,Round
bc79b0e3-064d-4240-86de-e86499f577e8,3／4 大亂鬥 8,Red,Tempranillo,Ribera del Duero,BoldRed,5,"American oak, milk, , Meaty, 醬菜味，陳舊",Dry,Full Bodied,Moderate,Fresh,Dark,Clear,2016.0,Purplish,Dry Tannins
bc79b0e3-064d-4240-86de-e86499f577e8,3／1 Ch. Saransot-Dupre,Red,"Merlot, Cabernet Sauvignon",Médoc,MediumRed,4,香氣比較沉的，嚴肅，果味在後面，blackcurrant,Dry,Medium Full,Moderate,Crisp,Medium,Clear,2015.0,Purplish,Dry Tannins
bc79b0e3-064d-4240-86de-e86499f577e8,3/18 大陸白 1 Le Chene Marchand,White,Sauvignon Blanc,Sancerre,LightWhite,3,"Apple, yellow, oak, ripe, warm of cool",Dry,Medium Full,Moderate,Fresh,Medium,Clear,2018.0,Straw Yellow,Not Present
bc79b0e3-064d-4240-86de-e86499f577e8,3/11 Syrah and blend #9,Red,"Shiraz/Syrah, Grenache, Carignan",Côtes du Rhône,BoldRed,4,"尤加利，精油，french oak,, Heathcote, 應該要找到紅色莓果風味",Dry,Full Bodied,Aromatic,Crisp,Dark,Clear,2017.0,Ruby,Round
bc79b0e3-064d-4240-86de-e86499f577e8,Girard Old Vine Zinfandel,Red,Zinfandel,Napa Valley,,5,,,,,,,,2016.0,,
bc79b0e3-064d-4240-86de-e86499f577e8,"Le Fay d'Homme .Muscadet, France",White,Muscadet,Loire Nantais,LightWhite,3,"WAH: Apple, Hay, Yeast。",Bone Dry,Light,Moderate,Flabby,Pale,Clear,2017.0,Straw Yellow,
